home_team,away_team,tournament,is_neutral,year,month,home_result
Bahrain,China,FIFA World Cup qualification,0,2024,11,Loss
Australia,Saudi Arabia,FIFA World Cup qualification,0,2024,11,Draw
Madagascar,Tunisia,African Cup of Nations qualification,1,2024,11,Loss
Lesotho,Central African Republic,African Cup of Nations qualification,1,2024,11,Win
Rwanda,Libya,African Cup of Nations qualification,0,2024,11,Loss
Benin,Nigeria,African Cup of Nations qualification,1,2024,11,Draw
Equatorial Guinea,Algeria,African Cup of Nations qualification,0,2024,11,Draw
Niger,Sudan,African Cup of Nations qualification,1,2024,11,Win
South Sudan,Congo,African Cup of Nations qualification,0,2024,11,Win
Burundi,Malawi,African Cup of Nations qualification,1,2024,11,Draw
Burkina Faso,Senegal,African Cup of Nations qualification,1,2024,11,Loss
Portugal,Poland,UEFA Nations League,0,2024,11,Win
Scotland,Croatia,UEFA Nations League,0,2024,11,Win
Denmark,Spain,UEFA Nations League,0,2024,11,Loss
Switzerland,Serbia,UEFA Nations League,0,2024,11,Draw
Cyprus,Lithuania,UEFA Nations League,0,2024,11,Win
Romania,Kosovo,UEFA Nations League,0,2024,11,Draw
Northern Ireland,Belarus,UEFA Nations League,0,2024,11,Win
Luxembourg,Bulgaria,UEFA Nations League,0,2024,11,Loss
San Marino,Gibraltar,UEFA Nations League,0,2024,11,Draw
Saint Lucia,Grenada,CONCACAF Nations League,1,2024,11,Loss
Curaçao,Saint Martin,CONCACAF Nations League,0,2024,11,Win
Puerto Rico,Aruba,CONCACAF Nations League,0,2024,11,Win
Sint Maarten,Haiti,CONCACAF Nations League,1,2024,11,Loss
Barbados,Guyana,CONCACAF Nations League,0,2024,11,Loss
Cayman Islands,Guadeloupe,CONCACAF Nations League,0,2024,11,Loss
Honduras,Mexico,CONCACAF Nations League,0,2024,11,Win
Suriname,Canada,CONCACAF Nations League,0,2024,11,Loss
Peru,Chile,FIFA World Cup qualification,0,2024,11,Draw
Uruguay,Colombia,FIFA World Cup qualification,0,2024,11,Win
Samoa,Tahiti,FIFA World Cup qualification,1,2024,11,Loss
New Zealand,Vanuatu,FIFA World Cup qualification,0,2024,11,Win
Indonesia,Japan,FIFA World Cup qualification,0,2024,11,Loss
Russia,Brunei,Friendly,0,2024,11,Win
Gambia,Comoros,African Cup of Nations qualification,1,2024,11,Loss
Gabon,Morocco,African Cup of Nations qualification,0,2024,11,Loss
Botswana,Mauritania,African Cup of Nations qualification,0,2024,11,Draw
Cape Verde,Egypt,African Cup of Nations qualification,0,2024,11,Draw
Angola,Ghana,African Cup of Nations qualification,0,2024,11,Draw
Zambia,Ivory Coast,African Cup of Nations qualification,0,2024,11,Win
Eswatini,Guinea-Bissau,African Cup of Nations qualification,1,2024,11,Draw
Mozambique,Mali,African Cup of Nations qualification,0,2024,11,Loss
Zimbabwe,Kenya,African Cup of Nations qualification,1,2024,11,Draw
Uganda,South Africa,African Cup of Nations qualification,0,2024,11,Loss
Germany,Bosnia and Herzegovina,UEFA Nations League,0,2024,11,Win
Netherlands,Hungary,UEFA Nations League,0,2024,11,Win
Albania,Czech Republic,UEFA Nations League,0,2024,11,Draw
Georgia,Ukraine,UEFA Nations League,0,2024,11,Draw
Montenegro,Iceland,UEFA Nations League,0,2024,11,Loss
Turkey,Wales,UEFA Nations League,0,2024,11,Draw
Azerbaijan,Estonia,UEFA Nations League,0,2024,11,Draw
Sweden,Slovakia,UEFA Nations League,0,2024,11,Win
Andorra,Moldova,UEFA Nations League,0,2024,11,Loss
Bermuda,Antigua and Barbuda,CONCACAF Nations League,1,2024,11,Win
Dominican Republic,Dominica,CONCACAF Nations League,0,2024,11,Win
Bangladesh,Maldives,Friendly,0,2024,11,Win
Nepal,Afghanistan,Friendly,1,2024,11,Win
Sri Lanka,Yemen,Friendly,1,2024,11,Win
Ethiopia,Tanzania,African Cup of Nations qualification,1,2024,11,Loss
Guinea,DR Congo,African Cup of Nations qualification,1,2024,11,Win
Israel,Belgium,UEFA Nations League,1,2024,11,Win
Italy,France,UEFA Nations League,0,2024,11,Loss
England,Republic of Ireland,UEFA Nations League,0,2024,11,Win
Finland,Greece,UEFA Nations League,0,2024,11,Loss
Norway,Kazakhstan,UEFA Nations League,0,2024,11,Win
Austria,Slovenia,UEFA Nations League,0,2024,11,Draw
North Macedonia,Faroe Islands,UEFA Nations League,0,2024,11,Win
Latvia,Armenia,UEFA Nations League,0,2024,11,Loss
Saint Vincent and the Grenadines,Bonaire,CONCACAF Nations League,1,2024,11,Win
El Salvador,Montserrat,CONCACAF Nations League,0,2024,11,Win
Thailand,Laos,Friendly,0,2024,11,Draw
Fiji,New Caledonia,FIFA World Cup qualification,1,2024,11,Draw
Papua New Guinea,Solomon Islands,FIFA World Cup qualification,0,2024,11,Loss
Algeria,Liberia,African Cup of Nations qualification,0,2024,11,Win
Togo,Equatorial Guinea,African Cup of Nations qualification,0,2024,11,Win
Croatia,Portugal,UEFA Nations League,0,2024,11,Draw
Poland,Scotland,UEFA Nations League,0,2024,11,Loss
Serbia,Denmark,UEFA Nations League,0,2024,11,Draw
Spain,Switzerland,UEFA Nations League,0,2024,11,Win
Kosovo,Lithuania,UEFA Nations League,0,2024,11,Win
Romania,Cyprus,UEFA Nations League,0,2024,11,Win
Luxembourg,Northern Ireland,UEFA Nations League,0,2024,11,Draw
Bulgaria,Belarus,UEFA Nations League,0,2024,11,Draw
Liechtenstein,San Marino,UEFA Nations League,0,2024,11,Loss
Grenada,Saint Martin,CONCACAF Nations League,1,2024,11,Loss
Saint Lucia,Curaçao,CONCACAF Nations League,0,2024,11,Loss
Aruba,Sint Maarten,CONCACAF Nations League,1,2024,11,Loss
Puerto Rico,Haiti,CONCACAF Nations League,0,2024,11,Loss
Cuba,Saint Kitts and Nevis,CONCACAF Nations League,0,2024,11,Win
Panama,Costa Rica,CONCACAF Nations League,0,2024,11,Draw
United States,Jamaica,CONCACAF Nations League,0,2024,11,Win
India,Malaysia,Friendly,0,2024,11,Draw
Singapore,Taiwan,Friendly,0,2024,11,Loss
Tahiti,Vanuatu,FIFA World Cup qualification,1,2024,11,Win
New Zealand,Samoa,FIFA World Cup qualification,0,2024,11,Win
Tunisia,Gambia,African Cup of Nations qualification,0,2024,11,Loss
Comoros,Madagascar,African Cup of Nations qualification,1,2024,11,Win
Morocco,Lesotho,African Cup of Nations qualification,0,2024,11,Win
Central African Republic,Gabon,African Cup of Nations qualification,1,2024,11,Loss
Nigeria,Rwanda,African Cup of Nations qualification,0,2024,11,Loss
Libya,Benin,African Cup of Nations qualification,0,2024,11,Draw
Ghana,Niger,African Cup of Nations qualification,0,2024,11,Loss
Sudan,Angola,African Cup of Nations qualification,1,2024,11,Draw
Malawi,Burkina Faso,African Cup of Nations qualification,0,2024,11,Win
Bosnia and Herzegovina,Netherlands,UEFA Nations League,0,2024,11,Draw
Hungary,Germany,UEFA Nations League,0,2024,11,Draw
Albania,Ukraine,UEFA Nations League,0,2024,11,Loss
Czech Republic,Georgia,UEFA Nations League,0,2024,11,Win
Wales,Iceland,UEFA Nations League,0,2024,11,Win
Montenegro,Turkey,UEFA Nations League,0,2024,11,Win
Slovakia,Estonia,UEFA Nations League,0,2024,11,Win
Sweden,Azerbaijan,UEFA Nations League,0,2024,11,Win
Malta,Andorra,UEFA Nations League,0,2024,11,Draw
Antigua and Barbuda,Dominica,CONCACAF Nations League,1,2024,11,Draw
Dominican Republic,Bermuda,CONCACAF Nations League,0,2024,11,Win
French Guiana,Belize,CONCACAF Nations League,1,2024,11,Draw
Guadeloupe,Cayman Islands,CONCACAF Nations League,0,2024,11,Win
Guyana,Barbados,CONCACAF Nations League,0,2024,11,Win
Canada,Suriname,CONCACAF Nations League,0,2024,11,Win
Mexico,Honduras,CONCACAF Nations League,0,2024,11,Win
Gibraltar,Moldova,Friendly,0,2024,11,Draw
Hong Kong,Mauritius,Friendly,0,2024,11,Win
Myanmar,Lebanon,Friendly,0,2024,11,Loss
Russia,Syria,Friendly,0,2024,11,Win
Sri Lanka,Yemen,Friendly,1,2024,11,Loss
Tajikistan,Afghanistan,Friendly,0,2024,11,Win
Bolivia,Paraguay,FIFA World Cup qualification,0,2024,11,Draw
Colombia,Ecuador,FIFA World Cup qualification,0,2024,11,Loss
Argentina,Peru,FIFA World Cup qualification,0,2024,11,Win
Chile,Venezuela,FIFA World Cup qualification,0,2024,11,Win
Brazil,Uruguay,FIFA World Cup qualification,0,2024,11,Draw
North Korea,Uzbekistan,FIFA World Cup qualification,1,2024,11,Loss
Kyrgyzstan,Iran,FIFA World Cup qualification,0,2024,11,Loss
United Arab Emirates,Qatar,FIFA World Cup qualification,0,2024,11,Win
Palestine,South Korea,FIFA World Cup qualification,1,2024,11,Draw
Oman,Iraq,FIFA World Cup qualification,0,2024,11,Loss
Kuwait,Jordan,FIFA World Cup qualification,0,2024,11,Draw
Bahrain,Australia,FIFA World Cup qualification,0,2024,11,Draw
Indonesia,Saudi Arabia,FIFA World Cup qualification,0,2024,11,Win
China,Japan,FIFA World Cup qualification,0,2024,11,Loss
Egypt,Botswana,African Cup of Nations qualification,0,2024,11,Draw
Mauritania,Cape Verde,African Cup of Nations qualification,0,2024,11,Win
Ivory Coast,Chad,African Cup of Nations qualification,0,2024,11,Win
Sierra Leone,Zambia,African Cup of Nations qualification,1,2024,11,Loss
DR Congo,Ethiopia,African Cup of Nations qualification,0,2024,11,Loss
Tanzania,Guinea,African Cup of Nations qualification,0,2024,11,Win
Mali,Eswatini,African Cup of Nations qualification,0,2024,11,Win
Guinea-Bissau,Mozambique,African Cup of Nations qualification,0,2024,11,Loss
Cameroon,Zimbabwe,African Cup of Nations qualification,0,2024,11,Win
Kenya,Namibia,African Cup of Nations qualification,1,2024,11,Draw
South Africa,South Sudan,African Cup of Nations qualification,0,2024,11,Win
Congo,Uganda,African Cup of Nations qualification,0,2024,11,Loss
Senegal,Burundi,African Cup of Nations qualification,0,2024,11,Win
Cambodia,Malaysia,ASEAN Championship,0,2024,12,Draw
Timor-Leste,Thailand,ASEAN Championship,1,2024,12,Loss
Hong Kong,Mongolia,EAFF Championship qualification,0,2024,12,Win
Myanmar,Indonesia,ASEAN Championship,0,2024,12,Loss
Laos,Vietnam,ASEAN Championship,0,2024,12,Loss
Solomon Islands,Vanuatu,MSG Prime Minister's Cup,0,2024,12,Win
Singapore,Cambodia,ASEAN Championship,0,2024,12,Win
Malaysia,Timor-Leste,ASEAN Championship,0,2024,12,Win
Taiwan,Mongolia,EAFF Championship qualification,1,2024,12,Win
Philippines,Myanmar,ASEAN Championship,0,2024,12,Draw
Indonesia,Laos,ASEAN Championship,0,2024,12,Draw
Fiji,Vanuatu,MSG Prime Minister's Cup,1,2024,12,Draw
Timor-Leste,Singapore,ASEAN Championship,1,2024,12,Loss
Thailand,Malaysia,ASEAN Championship,0,2024,12,Win
Macau,Guam,EAFF Championship qualification,1,2024,12,Loss
Hong Kong,Taiwan,EAFF Championship qualification,0,2024,12,Win
Laos,Philippines,ASEAN Championship,0,2024,12,Draw
Vietnam,Indonesia,ASEAN Championship,0,2024,12,Win
Papua New Guinea,Fiji,MSG Prime Minister's Cup,1,2024,12,Draw
Cambodia,Timor-Leste,ASEAN Championship,0,2024,12,Win
Singapore,Thailand,ASEAN Championship,0,2024,12,Loss
Hong Kong,Guam,EAFF Championship qualification,0,2024,12,Win
Myanmar,Laos,ASEAN Championship,0,2024,12,Win
Philippines,Vietnam,ASEAN Championship,0,2024,12,Draw
Solomon Islands,Papua New Guinea,MSG Prime Minister's Cup,0,2024,12,Loss
Thailand,Cambodia,ASEAN Championship,0,2024,12,Win
Malaysia,Singapore,ASEAN Championship,0,2024,12,Draw
Vietnam,Myanmar,ASEAN Championship,0,2024,12,Win
Indonesia,Philippines,ASEAN Championship,0,2024,12,Loss
Kuwait,Oman,Gulf Cup,0,2024,12,Draw
Qatar,United Arab Emirates,Gulf Cup,1,2024,12,Draw
Vanuatu,Papua New Guinea,MSG Prime Minister's Cup,1,2024,12,Loss
Solomon Islands,Fiji,MSG Prime Minister's Cup,0,2024,12,Loss
Iraq,Yemen,Gulf Cup,1,2024,12,Win
Saudi Arabia,Bahrain,Gulf Cup,1,2024,12,Loss
Oman,Qatar,Gulf Cup,1,2024,12,Win
Kuwait,United Arab Emirates,Gulf Cup,0,2024,12,Win
Yemen,Saudi Arabia,Gulf Cup,1,2024,12,Loss
Bahrain,Iraq,Gulf Cup,1,2024,12,Win
Singapore,Vietnam,ASEAN Championship,0,2024,12,Loss
Philippines,Thailand,ASEAN Championship,0,2024,12,Win
Kuwait,Qatar,Gulf Cup,0,2024,12,Draw
United Arab Emirates,Oman,Gulf Cup,1,2024,12,Draw
Iraq,Saudi Arabia,Gulf Cup,1,2024,12,Loss
Bahrain,Yemen,Gulf Cup,1,2024,12,Loss
Vietnam,Singapore,ASEAN Championship,0,2024,12,Win
Thailand,Philippines,ASEAN Championship,0,2024,12,Win
Oman,Saudi Arabia,Gulf Cup,1,2024,12,Win
Kuwait,Bahrain,Gulf Cup,0,2024,12,Loss
Vietnam,Thailand,ASEAN Championship,0,2025,1,Win
Zanzibar,Tanzania,Mapinduzi Cup,0,2025,1,Win
Oman,Bahrain,Gulf Cup,1,2025,1,Loss
Burkina Faso,Kenya,Mapinduzi Cup,1,2025,1,Draw
Thailand,Vietnam,ASEAN Championship,0,2025,1,Loss
Zanzibar,Burkina Faso,Mapinduzi Cup,0,2025,1,Loss
Tanzania,Kenya,Mapinduzi Cup,1,2025,1,Loss
Tanzania,Burkina Faso,Mapinduzi Cup,1,2025,1,Loss
Zanzibar,Kenya,Mapinduzi Cup,0,2025,1,Win
Zanzibar,Burkina Faso,Mapinduzi Cup,0,2025,1,Win
United States,Venezuela,Friendly,0,2025,1,Win
United States,Costa Rica,Friendly,0,2025,1,Win
Uzbekistan,Jordan,Friendly,1,2025,1,Draw
Jamaica,Trinidad and Tobago,Friendly,0,2025,2,Win
Chile,Panama,Friendly,0,2025,2,Win
Jamaica,Trinidad and Tobago,Friendly,0,2025,2,Draw
Oman,Sudan,Friendly,0,2025,2,Draw
Saint Vincent and the Grenadines,Grenada,Friendly,0,2025,3,Draw
Oman,Sudan,Friendly,0,2025,3,Draw
Jordan,North Korea,Friendly,0,2025,3,Draw
Honduras,Guatemala,Friendly,1,2025,3,Loss
Hong Kong,Macau,Friendly,0,2025,3,Win
India,Maldives,Friendly,0,2025,3,Win
Vietnam,Cambodia,Friendly,0,2025,3,Win
Eswatini,Cameroon,FIFA World Cup qualification,1,2025,3,Draw
Liberia,Tunisia,FIFA World Cup qualification,0,2025,3,Loss
Central African Republic,Madagascar,FIFA World Cup qualification,1,2025,3,Loss
Kazakhstan,Curaçao,Friendly,1,2025,3,Win
Russia,Grenada,Friendly,0,2025,3,Win
Canada,Mexico,CONCACAF Nations League,1,2025,3,Loss
United States,Panama,CONCACAF Nations League,0,2025,3,Loss
Croatia,France,UEFA Nations League,0,2025,3,Win
Denmark,Portugal,UEFA Nations League,0,2025,3,Win
Italy,Germany,UEFA Nations League,0,2025,3,Loss
Netherlands,Spain,UEFA Nations League,0,2025,3,Draw
Austria,Serbia,UEFA Nations League,0,2025,3,Draw
Greece,Scotland,UEFA Nations League,0,2025,3,Loss
Turkey,Hungary,UEFA Nations League,0,2025,3,Win
Ukraine,Belgium,UEFA Nations League,1,2025,3,Win
Armenia,Georgia,UEFA Nations League,0,2025,3,Loss
Bulgaria,Republic of Ireland,UEFA Nations League,0,2025,3,Loss
Kosovo,Iceland,UEFA Nations League,0,2025,3,Win
Slovakia,Slovenia,UEFA Nations League,0,2025,3,Draw
Laos,Sri Lanka,Friendly,0,2025,3,Loss
Tajikistan,Belarus,Friendly,0,2025,3,Loss
Paraguay,Chile,FIFA World Cup qualification,0,2025,3,Win
Peru,Bolivia,FIFA World Cup qualification,0,2025,3,Win
Brazil,Colombia,FIFA World Cup qualification,0,2025,3,Win
Iran,United Arab Emirates,FIFA World Cup qualification,0,2025,3,Win
Uzbekistan,Kyrgyzstan,FIFA World Cup qualification,0,2025,3,Win
Qatar,North Korea,FIFA World Cup qualification,0,2025,3,Win
South Korea,Oman,FIFA World Cup qualification,0,2025,3,Draw
Iraq,Kuwait,FIFA World Cup qualification,0,2025,3,Draw
Jordan,Palestine,FIFA World Cup qualification,0,2025,3,Win
Japan,Bahrain,FIFA World Cup qualification,0,2025,3,Win
Australia,Indonesia,FIFA World Cup qualification,0,2025,3,Win
Saudi Arabia,China,FIFA World Cup qualification,0,2025,3,Win
Sierra Leone,Guinea-Bissau,FIFA World Cup qualification,1,2025,3,Win
Zimbabwe,Benin,FIFA World Cup qualification,1,2025,3,Draw
Cape Verde,Mauritius,FIFA World Cup qualification,0,2025,3,Win
Libya,Angola,FIFA World Cup qualification,0,2025,3,Draw
Gambia,Kenya,FIFA World Cup qualification,1,2025,3,Draw
Gabon,Seychelles,FIFA World Cup qualification,0,2025,3,Win
Mozambique,Uganda,FIFA World Cup qualification,1,2025,3,Win
Malawi,Namibia,FIFA World Cup qualification,0,2025,3,Loss
Comoros,Mali,FIFA World Cup qualification,1,2025,3,Loss
Lebanon,Timor-Leste,Friendly,1,2025,3,Win
Belize,Costa Rica,Gold Cup qualification,0,2025,3,Loss
Guyana,Guatemala,Gold Cup qualification,1,2025,3,Win
Bermuda,Honduras,Gold Cup qualification,0,2025,3,Loss
Saint Vincent and the Grenadines,Jamaica,Gold Cup qualification,0,2025,3,Draw
Suriname,Martinique,Gold Cup qualification,0,2025,3,Win
Guadeloupe,Nicaragua,Gold Cup qualification,0,2025,3,Win
Cuba,Trinidad and Tobago,Gold Cup qualification,0,2025,3,Loss
Northern Ireland,Switzerland,Friendly,0,2025,3,Draw
Puerto Rico,Dominican Republic,Friendly,0,2025,3,Draw
Singapore,Nepal,Friendly,0,2025,3,Loss
Thailand,Afghanistan,Friendly,0,2025,3,Win
Ecuador,Venezuela,FIFA World Cup qualification,0,2025,3,Win
Uruguay,Argentina,FIFA World Cup qualification,0,2025,3,Loss
New Caledonia,Tahiti,FIFA World Cup qualification,1,2025,3,Win
New Zealand,Fiji,FIFA World Cup qualification,0,2025,3,Win
Burkina Faso,Djibouti,FIFA World Cup qualification,1,2025,3,Win
Ethiopia,Egypt,FIFA World Cup qualification,1,2025,3,Loss
DR Congo,South Sudan,FIFA World Cup qualification,0,2025,3,Win
Rwanda,Nigeria,FIFA World Cup qualification,0,2025,3,Loss
South Africa,Lesotho,FIFA World Cup qualification,0,2025,3,Loss
Morocco,Niger,FIFA World Cup qualification,0,2025,3,Win
Burundi,Ivory Coast,FIFA World Cup qualification,1,2025,3,Loss
Botswana,Algeria,FIFA World Cup qualification,0,2025,3,Loss
Guinea,Somalia,FIFA World Cup qualification,1,2025,3,Draw
Equatorial Guinea,São Tomé and Príncipe,FIFA World Cup qualification,0,2025,3,Win
Ghana,Chad,FIFA World Cup qualification,0,2025,3,Win
Malta,Finland,FIFA World Cup qualification,0,2025,3,Loss
Poland,Lithuania,FIFA World Cup qualification,0,2025,3,Win
Cyprus,San Marino,FIFA World Cup qualification,0,2025,3,Win
Romania,Bosnia and Herzegovina,FIFA World Cup qualification,0,2025,3,Loss
England,Albania,FIFA World Cup qualification,0,2025,3,Win
Andorra,Latvia,FIFA World Cup qualification,0,2025,3,Loss
Azerbaijan,Haiti,Friendly,0,2025,3,Loss
Luxembourg,Sweden,Friendly,0,2025,3,Win
Togo,Mauritania,FIFA World Cup qualification,0,2025,3,Draw
Sudan,Senegal,FIFA World Cup qualification,1,2025,3,Draw
Moldova,Norway,FIFA World Cup qualification,0,2025,3,Loss
Israel,Estonia,FIFA World Cup qualification,1,2025,3,Win
Liechtenstein,North Macedonia,FIFA World Cup qualification,0,2025,3,Loss
Wales,Kazakhstan,FIFA World Cup qualification,0,2025,3,Win
Montenegro,Gibraltar,FIFA World Cup qualification,0,2025,3,Win
Czech Republic,Faroe Islands,FIFA World Cup qualification,0,2025,3,Win
United States,Canada,CONCACAF Nations League,0,2025,3,Loss
Panama,Mexico,CONCACAF Nations League,1,2025,3,Loss
France,Croatia,UEFA Nations League,0,2025,3,Win
Germany,Italy,UEFA Nations League,0,2025,3,Draw
Portugal,Denmark,UEFA Nations League,0,2025,3,Win
Spain,Netherlands,UEFA Nations League,0,2025,3,Draw
Belgium,Ukraine,UEFA Nations League,0,2025,3,Win
Hungary,Turkey,UEFA Nations League,0,2025,3,Loss
Scotland,Greece,UEFA Nations League,0,2025,3,Loss
Serbia,Austria,UEFA Nations League,0,2025,3,Win
Georgia,Armenia,UEFA Nations League,0,2025,3,Win
Iceland,Kosovo,UEFA Nations League,1,2025,3,Loss
Republic of Ireland,Bulgaria,UEFA Nations League,0,2025,3,Win
Slovenia,Slovakia,UEFA Nations League,0,2025,3,Win
Eswatini,Mauritius,FIFA World Cup qualification,1,2025,3,Draw
Kenya,Gabon,FIFA World Cup qualification,0,2025,3,Loss
New Zealand,New Caledonia,FIFA World Cup qualification,0,2025,3,Win
Guinea-Bissau,Burkina Faso,FIFA World Cup qualification,0,2025,3,Loss
Ethiopia,Djibouti,FIFA World Cup qualification,1,2025,3,Win
Ivory Coast,Gambia,FIFA World Cup qualification,0,2025,3,Win
Namibia,Equatorial Guinea,FIFA World Cup qualification,1,2025,3,Draw
Liberia,São Tomé and Príncipe,FIFA World Cup qualification,0,2025,3,Win
Tunisia,Malawi,FIFA World Cup qualification,0,2025,3,Win
Central African Republic,Mali,FIFA World Cup qualification,1,2025,3,Draw
Madagascar,Ghana,FIFA World Cup qualification,1,2025,3,Loss
Lithuania,Finland,FIFA World Cup qualification,0,2025,3,Draw
Poland,Malta,FIFA World Cup qualification,0,2025,3,Win
Bosnia and Herzegovina,Cyprus,FIFA World Cup qualification,0,2025,3,Win
San Marino,Romania,FIFA World Cup qualification,0,2025,3,Loss
England,Latvia,FIFA World Cup qualification,0,2025,3,Win
Albania,Andorra,FIFA World Cup qualification,0,2025,3,Win
Tajikistan,Timor-Leste,AFC Asian Cup qualification,0,2025,3,Win
Philippines,Maldives,AFC Asian Cup qualification,0,2025,3,Win
Bhutan,Yemen,AFC Asian Cup qualification,0,2025,3,Draw
Lebanon,Brunei,AFC Asian Cup qualification,1,2025,3,Win
India,Bangladesh,AFC Asian Cup qualification,0,2025,3,Draw
Singapore,Hong Kong,AFC Asian Cup qualification,0,2025,3,Draw
Taiwan,Turkmenistan,AFC Asian Cup qualification,0,2025,3,Loss
Thailand,Sri Lanka,AFC Asian Cup qualification,0,2025,3,Win
Myanmar,Afghanistan,AFC Asian Cup qualification,0,2025,3,Win
Syria,Pakistan,AFC Asian Cup qualification,1,2025,3,Win
Vietnam,Laos,AFC Asian Cup qualification,0,2025,3,Win
Malaysia,Nepal,AFC Asian Cup qualification,0,2025,3,Win
Costa Rica,Belize,Gold Cup qualification,0,2025,3,Win
Guatemala,Guyana,Gold Cup qualification,0,2025,3,Win
Honduras,Bermuda,Gold Cup qualification,0,2025,3,Win
Jamaica,Saint Vincent and the Grenadines,Gold Cup qualification,0,2025,3,Win
Martinique,Suriname,Gold Cup qualification,0,2025,3,Loss
Nicaragua,Guadeloupe,Gold Cup qualification,0,2025,3,Loss
Trinidad and Tobago,Cuba,Gold Cup qualification,0,2025,3,Win
Azerbaijan,Belarus,Friendly,0,2025,3,Loss
Russia,Zambia,Friendly,0,2025,3,Win
Cambodia,Aruba,Friendly,0,2025,3,Loss
Dominican Republic,Puerto Rico,Friendly,0,2025,3,Win
Niger,Bonaire,Friendly,1,2025,3,Win
Sweden,Northern Ireland,Friendly,0,2025,3,Win
Switzerland,Luxembourg,Friendly,0,2025,3,Win
Bolivia,Uruguay,FIFA World Cup qualification,0,2025,3,Draw
Colombia,Paraguay,FIFA World Cup qualification,0,2025,3,Draw
Venezuela,Peru,FIFA World Cup qualification,0,2025,3,Win
Argentina,Brazil,FIFA World Cup qualification,0,2025,3,Win
Chile,Ecuador,FIFA World Cup qualification,0,2025,3,Draw
Iran,Uzbekistan,FIFA World Cup qualification,0,2025,3,Draw
Kyrgyzstan,Qatar,FIFA World Cup qualification,0,2025,3,Win
North Korea,United Arab Emirates,FIFA World Cup qualification,1,2025,3,Loss
South Korea,Jordan,FIFA World Cup qualification,0,2025,3,Draw
Kuwait,Oman,FIFA World Cup qualification,0,2025,3,Loss
Palestine,Iraq,FIFA World Cup qualification,1,2025,3,Win
China,Australia,FIFA World Cup qualification,0,2025,3,Loss
Japan,Saudi Arabia,FIFA World Cup qualification,0,2025,3,Draw
Indonesia,Bahrain,FIFA World Cup qualification,0,2025,3,Win
Egypt,Sierra Leone,FIFA World Cup qualification,0,2025,3,Win
Mauritania,DR Congo,FIFA World Cup qualification,0,2025,3,Loss
Senegal,Togo,FIFA World Cup qualification,0,2025,3,Win
Sudan,South Sudan,FIFA World Cup qualification,1,2025,3,Draw
Benin,South Africa,FIFA World Cup qualification,1,2025,3,Loss
Nigeria,Zimbabwe,FIFA World Cup qualification,0,2025,3,Draw
Rwanda,Lesotho,FIFA World Cup qualification,0,2025,3,Draw
Angola,Cape Verde,FIFA World Cup qualification,0,2025,3,Loss
Cameroon,Libya,FIFA World Cup qualification,0,2025,3,Win
Morocco,Tanzania,FIFA World Cup qualification,0,2025,3,Win
Burundi,Seychelles,FIFA World Cup qualification,1,2025,3,Win
Uganda,Guinea,FIFA World Cup qualification,0,2025,3,Win
Botswana,Somalia,FIFA World Cup qualification,0,2025,3,Win
Algeria,Mozambique,FIFA World Cup qualification,0,2025,3,Win
Comoros,Chad,FIFA World Cup qualification,1,2025,3,Win
Moldova,Estonia,FIFA World Cup qualification,0,2025,3,Loss
Israel,Norway,FIFA World Cup qualification,1,2025,3,Loss
Liechtenstein,Kazakhstan,FIFA World Cup qualification,0,2025,3,Loss
North Macedonia,Wales,FIFA World Cup qualification,0,2025,3,Draw
Gibraltar,Czech Republic,FIFA World Cup qualification,1,2025,3,Loss
Montenegro,Faroe Islands,FIFA World Cup qualification,0,2025,3,Win
Dominica,Barbados,Friendly,0,2025,5,Draw
Dominica,Barbados,Friendly,0,2025,5,Draw
Saint Kitts and Nevis,Saint Vincent and the Grenadines,Friendly,0,2025,5,Loss
Anguilla,Saint Kitts and Nevis,Friendly,1,2025,5,Loss
Saint Vincent and the Grenadines,Saint Kitts and Nevis,Friendly,0,2025,5,Win
Jamaica,Trinidad and Tobago,Unity Cup,1,2025,5,Win
Nigeria,Ghana,Unity Cup,1,2025,5,Win
Oman,Lebanon,Friendly,0,2025,5,Win
Malaysia,Cape Verde,Friendly,0,2025,5,Draw
Saint Vincent and the Grenadines,British Virgin Islands,Friendly,0,2025,5,Draw
Saudi Arabia,Jordan,Friendly,0,2025,5,Win
Trinidad and Tobago,Ghana,Unity Cup,1,2025,5,Loss
Jamaica,Nigeria,Unity Cup,1,2025,5,Draw
Grenada,Anguilla,Friendly,0,2025,6,Win
El Salvador,Guatemala,Friendly,1,2025,6,Draw
Puerto Rico,Nicaragua,Friendly,1,2025,6,Draw
Tunisia,Burkina Faso,Friendly,0,2025,6,Win
Malaysia,Cape Verde,Friendly,0,2025,6,Loss
Germany,Portugal,UEFA Nations League,0,2025,6,Loss
Thailand,India,Friendly,0,2025,6,Win
Bangladesh,Bhutan,Friendly,0,2025,6,Win
Bermuda,Cayman Islands,FIFA World Cup qualification,0,2025,6,Win
Grenada,Bahamas,FIFA World Cup qualification,0,2025,6,Win
Barbados,Aruba,FIFA World Cup qualification,0,2025,6,Draw
Montserrat,Belize,FIFA World Cup qualification,1,2025,6,Win
Dominica,British Virgin Islands,FIFA World Cup qualification,0,2025,6,Win
Saint Vincent and the Grenadines,Anguilla,FIFA World Cup qualification,0,2025,6,Win
Spain,France,UEFA Nations League,1,2025,6,Win
Algeria,Rwanda,Friendly,0,2025,6,Win
